index,location,precipitation,temp_max,temp_min,wind,weather,Year,Month,Day
1951,New York,0.0,13.9,6.7,4.6,sun,2013,5,5
1982,New York,0.0,21.7,13.9,4.1,sun,2013,6,5
2012,New York,0.0,30.6,22.8,4.7,sun,2013,7,5
2043,New York,0.0,26.7,17.8,4.7,sun,2013,8,5
2074,New York,0.0,27.8,17.8,5.5,sun,2013,9,5
2104,New York,0.3,24.4,17.8,3.0,rain,2013,10,5
2135,New York,0.0,13.3,3.3,2.9,sun,2013,11,5
2165,New York,0.3,13.3,8.3,3.2,rain,2013,12,5
735,Seattle,0.0,8.3,-0.5,3.7,sun,2014,1,5
766,Seattle,0.0,-0.5,-5.5,6.6,sun,2014,2,5
794,Seattle,46.7,15.6,10.6,3.9,rain,2014,3,5
825,Seattle,4.6,11.7,7.8,4.3,rain,2014,4,5
855,Seattle,5.1,15.6,9.4,3.8,rain,2014,5,5
886,Seattle,0.0,22.2,10.0,2.4,sun,2014,6,5
916,Seattle,0.0,24.4,13.3,2.2,fog,2014,7,5
947,Seattle,0.0,25.0,13.9,2.7,sun,2014,8,5
978,Seattle,0.0,27.8,13.9,6.5,fog,2014,9,5
1008,Seattle,0.0,23.9,11.7,1.4,fog,2014,10,5
1039,Seattle,4.8,15.0,10.6,2.1,rain,2014,11,5
1069,Seattle,3.0,12.8,6.7,3.1,rain,2014,12,5
2196,New York,2.5,9.4,-4.9,3.1,rain,2014,1,5
2227,New York,30.5,1.7,-1.0,4.9,snow,2014,2,5
2255,New York,0.0,4.4,-3.8,3.4,sun,2014,3,5
2286,New York,0.0,13.9,5.0,7.4,fog,2014,4,5
2316,New York,0.0,20.6,10.0,7.4,sun,2014,5,5
2347,New York,12.7,25.0,16.7,5.5,rain,2014,6,5
2377,New York,0.0,28.9,18.3,6.1,sun,2014,7,5
2408,New York,0.0,29.4,21.1,3.8,sun,2014,8,5
2439,New York,0.0,29.4,21.7,4.3,sun,2014,9,5
2469,New York,0.0,16.1,8.3,5.8,sun,2014,10,5
2500,New York,0.0,18.3,11.1,4.3,sun,2014,11,5
2530,New York,14.0,10.0,1.7,4.5,rain,2014,12,5
1100,Seattle,8.1,12.2,9.4,6.4,rain,2015,1,5
1131,Seattle,26.2,13.3,8.3,4.6,rain,2015,2,5
1159,Seattle,0.0,13.3,2.8,1.3,sun,2015,3,5
1190,Seattle,0.0,16.7,2.8,2.4,sun,2015,4,5
1220,Seattle,6.1,14.4,7.2,5.1,rain,2015,5,5
1251,Seattle,0.0,26.7,12.8,4.3,sun,2015,6,5
1281,Seattle,0.0,32.8,16.7,2.1,sun,2015,7,5
1312,Seattle,0.0,23.3,12.2,3.5,sun,2015,8,5
1343,Seattle,0.3,20.6,8.9,3.5,rain,2015,9,5
1373,Seattle,0.0,23.3,9.4,1.6,sun,2015,10,5
1404,Seattle,1.3,11.7,7.8,2.3,rain,2015,11,5
1434,Seattle,15.7,10.0,6.1,4.0,rain,2015,12,5
2561,New York,0.0,10.6,-4.9,8.8,sun,2015,1,5
2592,New York,0.0,3.9,-9.3,8.8,snow,2015,2,5
2620,New York,18.5,5.0,-6.0,5.9,snow,2015,3,5
2651,New York,0.0,18.3,3.3,5.8,sun,2015,4,5
2681,New York,0.0,27.8,12.8,2.4,sun,2015,5,5
2712,New York,0.0,20.6,13.9,2.4,sun,2015,6,5
2742,New York,0.0,27.2,19.4,4.4,sun,2015,7,5
2773,New York,0.0,32.8,21.7,4.7,sun,2015,8,5
2804,New York,0.0,27.2,17.2,3.1,sun,2015,9,5
2834,New York,0.0,19.4,11.7,5.3,sun,2015,10,5
2865,New York,0.3,20.6,11.7,1.6,rain,2015,11,5
2895,New York,0.0,11.7,1.7,2.4,sun,2015,12,5
5,Seattle,2.5,4.4,2.2,2.2,rain,2012,1,6
36,Seattle,0.0,16.1,1.7,5.0,sun,2012,2,6
65,Seattle,0.5,6.7,0.0,2.7,snow,2012,3,6
96,Seattle,0.3,11.1,3.3,2.6,rain,2012,4,6
126,Seattle,0.0,17.8,5.0,2.4,sun,2012,5,6
157,Seattle,0.0,16.1,6.1,3.4,sun,2012,6,6
187,Seattle,0.0,25.0,11.1,2.1,sun,2012,7,6
218,Seattle,0.0,28.3,15.6,2.5,rain,2012,8,6
249,Seattle,0.0,28.3,14.4,4.2,sun,2012,9,6
279,Seattle,0.0,23.9,7.8,5.1,sun,2012,10,6
310,Seattle,0.3,12.8,6.7,3.5,rain,2012,11,6
340,Seattle,1.5,7.2,6.1,5.1,rain,2012,12,6
1466,New York,0.0,12.2,0.0,4.6,sun,2012,1,6
1497,New York,0.0,10.6,-1.7,6.3,sun,2012,2,6
1526,New York,0.0,5.0,-3.3,6.3,sun,2012,3,6
1557,New York,0.0,15.0,2.8,5.1,sun,2012,4,6
1587,New York,0.0,16.7,10.0,2.9,sun,2012,5,6
1618,New York,1.0,21.7,11.7,4.0,rain,2012,6,6
1648,New York,0.0,30.0,22.2,3.7,sun,2012,7,6
1679,New York,5.8,32.2,22.8,4.4,rain,2012,8,6
1710,New York,0.0,26.7,20.6,2.4,sun,2012,9,6
1740,New York,0.0,24.4,12.2,5.8,sun,2012,10,6
1771,New York,0.0,7.2,-0.6,3.4,sun,2012,11,6
1801,New York,0.0,5.0,-1.1,3.3,sun,2012,12,6
371,Seattle,2.0,7.2,2.8,3.0,rain,2013,1,6
402,Seattle,1.0,10.6,6.1,4.5,rain,2013,2,6
430,Seattle,11.9,7.2,5.0,4.1,rain,2013,3,6
461,Seattle,12.7,12.2,7.2,5.0,rain,2013,4,6
491,Seattle,0.0,30.6,12.2,2.0,sun,2013,5,6
522,Seattle,0.0,26.7,12.2,2.5,sun,2013,6,6
552,Seattle,0.0,26.1,13.3,2.2,sun,2013,7,6
583,Seattle,0.0,30.6,13.9,1.4,sun,2013,8,6
614,Seattle,21.3,21.7,16.1,2.6,rain,2013,9,6
644,Seattle,4.1,22.8,7.8,2.6,rain,2013,10,6
675,Seattle,3.8,12.8,7.8,1.7,rain,2013,11,6
705,Seattle,0.0,1.1,-4.3,4.7,sun,2013,12,6
1832,New York,0.0,7.2,0.6,4.6,snow,2013,1,6
1863,New York,0.0,5.0,-1.7,5.4,snow,2013,2,6
1891,New York,0.0,7.2,1.7,10.5,snow,2013,3,6
1922,New York,0.0,9.4,2.2,5.7,sun,2013,4,6
1952,New York,0.0,16.7,7.2,2.5,sun,2013,5,6
1983,New York,0.8,21.7,14.4,4.3,rain,2013,6,6
2013,New York,0.0,33.9,23.9,5.0,sun,2013,7,6
2044,New York,0.0,26.7,17.8,3.9,sun,2013,8,6
2075,New York,0.0,22.2,13.3,3.4,sun,2013,9,6
2105,New York,0.0,20.6,18.3,4.4,sun,2013,10,6
2136,New York,0.0,16.1,6.1,3.8,sun,2013,11,6
2166,New York,14.5,13.3,2.8,5.0,rain,2013,12,6
736,Seattle,0.3,7.8,-0.5,2.6,rain,2014,1,6
767,Seattle,0.0,-1.6,-6.0,4.5,sun,2014,2,6
795,Seattle,3.0,13.3,10.0,6.2,rain,2014,3,6
826,Seattle,0.0,13.9,8.3,2.6,sun,2014,4,6
856,Seattle,0.0,16.7,8.3,2.6,sun,2014,5,6
887,Seattle,0.0,25.0,10.6,3.2,sun,2014,6,6
917,Seattle,0.0,28.9,15.0,3.0,sun,2014,7,6
948,Seattle,0.0,26.1,15.0,2.2,fog,2014,8,6
979,Seattle,0.0,32.2,15.0,2.9,sun,2014,9,6
1009,Seattle,0.0,25.6,13.3,2.5,fog,2014,10,6
1040,Seattle,4.1,16.7,10.6,6.7,rain,2014,11,6
1070,Seattle,7.4,11.7,7.8,3.6,rain,2014,12,6
2197,New York,10.4,11.7,-6.6,9.4,rain,2014,1,6
2228,New York,0.0,0.0,-4.3,5.1,sun,2014,2,6
2256,New York,0.0,-0.5,-8.2,4.3,sun,2014,3,6
2287,New York,0.0,13.9,2.8,4.7,sun,2014,4,6
2317,New York,0.0,20.6,10.0,4.7,sun,2014,5,6
2348,New York,0.0,26.1,17.2,5.8,sun,2014,6,6
2378,New York,0.0,28.3,18.9,5.7,sun,2014,7,6
2409,New York,0.0,29.4,21.7,4.0,sun,2014,8,6
2440,New York,1.0,30.0,20.0,4.8,rain,2014,9,6
2470,New York,0.0,21.1,7.2,6.2,sun,2014,10,6
2501,New York,10.9,12.2,9.4,2.8,rain,2014,11,6
2531,New York,31.5,11.1,5.0,3.3,rain,2014,12,6
1101,Seattle,0.0,12.2,6.1,1.3,fog,2015,1,6
1132,Seattle,17.3,14.4,10.0,4.5,rain,2015,2,6
1160,Seattle,0.0,15.0,3.3,1.4,sun,2015,3,6
1191,Seattle,1.0,13.9,6.7,3.5,rain,2015,4,6
1221,Seattle,0.0,16.7,7.2,2.6,fog,2015,5,6
1252,Seattle,0.0,29.4,13.3,2.6,sun,2015,6,6
1282,Seattle,0.0,29.4,15.6,3.2,drizzle,2015,7,6
1313,Seattle,0.0,25.0,15.0,2.9,sun,2015,8,6
1344,Seattle,5.3,16.1,11.7,2.4,rain,2015,9,6
1374,Seattle,0.0,18.3,10.0,2.6,drizzle,2015,10,6
1405,Seattle,0.0,15.6,8.3,2.7,fog,2015,11,6
1435,Seattle,11.2,12.8,7.2,5.9,rain,2015,12,6
2562,New York,1.8,-4.9,-7.1,3.8,snow,2015,1,6
2593,New York,0.0,-2.7,-10.5,6.3,sun,2015,2,6
2621,New York,0.0,-3.8,-10.5,4.3,drizzle,2015,3,6
2652,New York,0.0,15.6,3.9,4.7,sun,2015,4,6
2682,New York,0.0,21.1,12.2,3.4,sun,2015,5,6
2713,New York,5.1,26.1,15.0,4.0,rain,2015,6,6
2743,New York,0.0,28.3,20.6,3.5,sun,2015,7,6
2774,New York,0.0,30.0,20.6,3.0,sun,2015,8,6
2805,New York,0.0,26.7,16.7,3.1,sun,2015,9,6
2835,New York,0.0,23.3,10.6,2.6,sun,2015,10,6
2866,New York,0.0,23.9,16.7,4.2,drizzle,2015,11,6
2896,New York,0.0,10.6,3.3,2.9,sun,2015,12,6
6,Seattle,0.0,7.2,2.8,2.3,rain,2012,1,7
37,Seattle,0.3,15.6,7.8,5.3,rain,2012,2,7
66,Seattle,0.0,8.9,-1.7,2.7,sun,2012,3,7
97,Seattle,0.0,16.1,1.7,4.3,sun,2012,4,7
127,Seattle,0.0,23.9,6.1,2.2,sun,2012,5,7
158,Seattle,16.5,16.1,8.9,3.5,rain,2012,6,7
188,Seattle,0.0,26.7,12.8,3.8,sun,2012,7,7
219,Seattle,0.0,21.1,15.0,2.6,drizzle,2012,8,7
250,Seattle,0.0,32.2,13.3,3.1,sun,2012,9,7
280,Seattle,0.0,23.9,7.8,1.3,sun,2012,10,7
311,Seattle,0.0,12.2,3.9,3.4,rain,2012,11,7
341,Seattle,1.0,7.8,3.3,4.6,rain,2012,12,7
1467,New York,0.0,16.1,2.2,4.7,sun,2012,1,7
1498,New York,0.0,10.6,1.1,5.7,sun,2012,2,7
1527,New York,0.0,11.7,2.8,6.3,sun,2012,3,7
1558,New York,0.0,16.7,4.4,6.8,sun,2012,4,7
1588,New York,0.0,15.6,10.0,3.4,rain,2012,5,7
1619,New York,0.0,24.4,15.0,3.8,rain,2012,6,7
1649,New York,1.8,37.2,23.9,3.8,rain,2012,7,7
1680,New York,0.0,27.2,20.0,2.7,drizzle,2012,8,7
1711,New York,0.0,28.3,21.1,4.2,drizzle,2012,9,7
1741,New York,4.1,13.3,8.3,3.0,rain,2012,10,7
1772,New York,24.6,5.0,0.0,9.7,snow,2012,11,7
1802,New York,3.3,8.3,-1.7,2.2,rain,2012,12,7
372,Seattle,2.3,10.0,4.4,7.3,rain,2013,1,7
403,Seattle,1.3,9.4,3.3,4.1,rain,2013,2,7
431,Seattle,7.4,12.2,5.0,2.5,rain,2013,3,7
462,Seattle,39.1,8.3,5.0,3.9,rain,2013,4,7
492,Seattle,0.0,20.6,11.1,3.3,sun,2013,5,7
523,Seattle,0.0,21.7,13.3,3.2,sun,2013,6,7
553,Seattle,0.0,23.9,13.9,2.9,sun,2013,7,7
584,Seattle,0.0,31.1,13.9,1.9,sun,2013,8,7
615,Seattle,0.0,23.3,17.2,2.0,sun,2013,9,7
645,Seattle,0.5,16.1,11.7,6.3,rain,2013,10,7
676,Seattle,30.0,11.1,10.0,7.2,rain,2013,11,7
706,Seattle,0.0,0.0,-7.1,3.1,sun,2013,12,7
1833,New York,0.0,8.3,-1.1,3.7,sun,2013,1,7
1864,New York,0.0,0.6,-5.0,3.1,sun,2013,2,7
1892,New York,1.8,3.9,0.6,9.6,snow,2013,3,7
1923,New York,0.0,11.1,2.8,7.3,sun,2013,4,7
1953,New York,0.0,22.2,8.9,3.7,drizzle,2013,5,7
1984,New York,101.9,17.8,15.6,6.0,rain,2013,6,7
2014,New York,0.0,31.1,25.6,4.7,sun,2013,7,7
2045,New York,0.0,26.7,21.1,4.9,sun,2013,8,7
2076,New York,0.0,25.6,14.4,5.2,sun,2013,9,7
2106,New York,6.6,25.6,16.1,7.4,rain,2013,10,7
2137,New York,3.3,17.8,6.7,6.0,rain,2013,11,7
2167,New York,4.3,6.1,0.0,5.7,rain,2013,12,7
737,Seattle,12.2,8.3,5.0,1.6,rain,2014,1,7
768,Seattle,0.0,3.3,-4.9,4.2,sun,2014,2,7
796,Seattle,0.0,15.6,8.9,4.2,sun,2014,3,7
827,Seattle,0.0,21.1,9.4,2.5,sun,2014,4,7
857,Seattle,0.0,18.3,7.2,1.7,sun,2014,5,7
888,Seattle,0.0,24.4,13.3,3.1,sun,2014,6,7
918,Seattle,0.0,27.2,17.8,4.1,fog,2014,7,7
949,Seattle,0.0,25.6,13.3,2.4,fog,2014,8,7
980,Seattle,0.0,28.3,13.3,2.1,sun,2014,9,7
1010,Seattle,0.0,18.9,13.9,1.0,fog,2014,10,7
1041,Seattle,0.0,14.4,7.2,2.3,sun,2014,11,7
1071,Seattle,0.0,14.4,6.1,2.8,sun,2014,12,7
2198,New York,0.0,-6.6,-14.3,10.2,sun,2014,1,7
2229,New York,0.0,0.0,-3.8,6.0,sun,2014,2,7
2257,New York,0.0,2.2,-2.7,5.1,drizzle,2014,3,7
2288,New York,8.9,10.6,2.8,4.9,rain,2014,4,7
2318,New York,0.0,17.8,10.0,4.3,sun,2014,5,7
2349,New York,0.0,26.7,16.1,3.7,sun,2014,6,7
2379,New York,0.0,28.3,21.1,5.5,sun,2014,7,7
2410,New York,0.0,30.0,19.4,4.9,sun,2014,8,7
2441,New York,0.0,27.8,18.9,3.0,sun,2014,9,7
2471,New York,0.5,23.3,18.3,7.6,rain,2014,10,7
2502,New York,0.0,12.2,5.0,8.1,sun,2014,11,7
2532,New York,1.3,6.7,-0.5,9.7,rain,2014,12,7
1102,Seattle,0.0,7.8,5.6,1.6,fog,2015,1,7
1133,Seattle,23.6,12.2,9.4,4.6,rain,2015,2,7
1161,Seattle,0.0,16.7,3.9,2.7,fog,2015,3,7
1192,Seattle,0.5,14.4,6.7,3.9,rain,2015,4,7
1222,Seattle,0.0,20.6,6.1,3.0,sun,2015,5,7
1253,Seattle,0.0,31.1,15.6,3.2,sun,2015,6,7
1283,Seattle,0.0,27.2,13.9,2.4,sun,2015,7,7
1314,Seattle,0.0,28.3,15.6,3.7,sun,2015,8,7
1345,Seattle,0.3,21.1,13.3,1.5,rain,2015,9,7
1375,Seattle,9.9,16.1,13.9,2.2,rain,2015,10,7
1406,Seattle,12.7,12.2,9.4,3.0,rain,2015,11,7
1436,Seattle,27.4,11.1,8.3,3.4,rain,2015,12,7
2563,New York,0.0,-3.8,-12.1,9.6,sun,2015,1,7
2594,New York,0.0,2.8,-3.8,3.7,sun,2015,2,7
2622,New York,0.0,2.8,-8.8,5.3,sun,2015,3,7
2653,New York,0.8,13.9,6.7,3.8,rain,2015,4,7
2683,New York,0.0,22.2,10.6,2.8,drizzle,2015,5,7
2714,New York,0.0,21.7,13.3,4.0,sun,2015,6,7
2744,New York,0.0,28.9,23.3,5.2,drizzle,2015,7,7
2775,New York,0.0,30.0,20.6,3.6,sun,2015,8,7
2806,New York,0.0,30.0,21.1,5.4,sun,2015,9,7
2836,New York,0.0,21.7,13.9,3.2,sun,2015,10,7
2867,New York,0.0,21.1,12.8,5.0,sun,2015,11,7
2897,New York,0.0,12.8,4.4,3.4,drizzle,2015,12,7
7,Seattle,0.0,10.0,2.8,2.0,sun,2012,1,8
38,Seattle,2.8,10.0,5.0,2.7,rain,2012,2,8
67,Seattle,0.0,15.6,0.6,2.5,sun,2012,3,8
98,Seattle,0.0,21.1,7.2,4.1,sun,2012,4,8
128,Seattle,0.0,18.3,9.4,3.0,sun,2012,5,8
159,Seattle,1.5,15.0,8.3,3.0,rain,2012,6,8
189,Seattle,0.0,28.3,14.4,2.8,rain,2012,7,8
220,Seattle,0.0,22.2,15.0,3.1,sun,2012,8,8
251,Seattle,0.0,25.0,13.3,3.0,sun,2012,9,8
281,Seattle,0.0,21.1,7.8,1.9,sun,2012,10,8
312,Seattle,0.0,10.0,1.1,3.4,rain,2012,11,8
342,Seattle,0.0,6.7,3.3,2.0,sun,2012,12,8
1468,New York,0.0,8.9,0.6,6.2,sun,2012,1,8
1499,New York,1.0,3.9,-0.6,2.2,snow,2012,2,8
1528,New York,0.0,15.0,7.8,8.2,sun,2012,3,8
1559,New York,0.0,20.0,7.8,6.7,sun,2012,4,8
1589,New York,2.3,17.8,12.8,7.8,rain,2012,5,8
1620,New York,0.0,25.6,15.0,4.0,sun,2012,6,8
1650,New York,0.0,31.7,23.9,3.7,rain,2012,7,8
1681,New York,0.0,30.0,21.7,2.4,sun,2012,8,8
1712,New York,7.6,28.3,18.9,7.2,rain,2012,9,8
1742,New York,0.0,13.3,7.2,2.3,sun,2012,10,8
1773,New York,1.0,7.2,0.0,7.7,snow,2012,11,8
1803,New York,8.6,10.0,7.8,2.6,rain,2012,12,8
373,Seattle,16.3,11.7,5.6,6.3,rain,2013,1,8
404,Seattle,0.0,7.8,2.2,1.3,sun,2013,2,8
432,Seattle,0.0,11.7,2.2,2.6,drizzle,2013,3,8
463,Seattle,0.8,13.3,6.1,3.1,rain,2013,4,8
493,Seattle,0.0,19.4,11.1,1.9,sun,2013,5,8
524,Seattle,0.0,20.6,12.8,3.1,sun,2013,6,8
554,Seattle,0.0,26.7,13.3,2.8,sun,2013,7,8
585,Seattle,0.0,28.3,14.4,2.5,sun,2013,8,8
616,Seattle,0.0,26.7,14.4,1.5,fog,2013,9,8
646,Seattle,6.9,13.9,7.8,3.0,rain,2013,10,8
677,Seattle,0.0,13.3,7.2,4.1,sun,2013,11,8
707,Seattle,0.0,2.2,-6.6,2.2,sun,2013,12,8
1834,New York,0.0,9.4,-1.1,4.7,sun,2013,1,8
1865,New York,19.8,2.2,-2.8,8.9,snow,2013,2,8
1893,New York,6.9,4.4,-0.6,8.3,snow,2013,3,8
1924,New York,0.0,20.0,5.6,3.1,sun,2013,4,8
1954,New York,39.1,17.8,12.8,4.5,rain,2013,5,8
1985,New York,9.7,24.4,13.9,5.0,rain,2013,6,8
2015,New York,0.0,30.6,23.3,5.8,sun,2013,7,8
2046,New York,18.3,27.2,21.1,6.1,rain,2013,8,8
2077,New York,0.0,30.6,16.7,5.8,sun,2013,9,8
2107,New York,0.0,20.0,12.8,5.1,sun,2013,10,8
2138,New York,0.0,11.1,5.0,6.8,sun,2013,11,8
2168,New York,0.8,1.1,-2.1,4.1,snow,2013,12,8
738,Seattle,9.7,10.0,7.2,4.6,rain,2014,1,8
769,Seattle,5.1,5.6,-0.5,4.6,snow,2014,2,8
797,Seattle,32.3,12.8,6.7,2.7,rain,2014,3,8
828,Seattle,4.6,15.6,8.3,4.2,rain,2014,4,8
858,Seattle,13.7,13.9,9.4,3.4,rain,2014,5,8
889,Seattle,0.0,23.3,12.2,2.1,sun,2014,6,8
919,Seattle,0.0,30.0,15.6,3.5,sun,2014,7,8
950,Seattle,0.0,25.6,13.3,2.9,sun,2014,8,8
981,Seattle,0.0,21.1,13.3,2.8,sun,2014,9,8
1011,Seattle,0.0,20.6,12.8,1.8,fog,2014,10,8
1042,Seattle,0.0,12.8,3.9,0.8,fog,2014,11,8
1072,Seattle,9.1,14.4,8.9,4.2,rain,2014,12,8
2199,New York,0.0,-4.3,-12.1,5.7,sun,2014,1,8
2230,New York,0.0,-1.6,-6.0,3.8,sun,2014,2,8
2258,New York,0.0,15.6,0.0,5.1,sun,2014,3,8
2289,New York,6.4,18.9,8.3,6.1,rain,2014,4,8
2319,New York,9.7,14.4,10.6,2.2,rain,2014,5,8
2350,New York,0.0,29.4,16.1,2.8,sun,2014,6,8
2380,New York,0.0,31.1,22.2,6.5,sun,2014,7,8
2411,New York,0.0,28.9,18.3,2.9,sun,2014,8,8
2442,New York,0.0,25.6,18.3,4.9,sun,2014,9,8
2472,New York,0.5,23.9,16.7,7.7,rain,2014,10,8
2503,New York,0.0,8.9,2.2,5.3,sun,2014,11,8
2533,New York,0.0,2.8,-3.2,6.9,sun,2014,12,8
1103,Seattle,0.0,7.8,1.7,2.6,fog,2015,1,8
1134,Seattle,3.6,15.0,8.3,3.9,rain,2015,2,8
1162,Seattle,0.0,17.2,3.9,1.7,fog,2015,3,8
1193,Seattle,0.0,17.2,6.1,1.7,sun,2015,4,8
1223,Seattle,0.0,23.9,8.3,3.0,sun,2015,5,8
1254,Seattle,0.0,30.6,14.4,3.5,sun,2015,6,8
1284,Seattle,0.0,30.0,14.4,1.9,drizzle,2015,7,8
1315,Seattle,0.0,25.0,15.6,3.6,fog,2015,8,8
1346,Seattle,0.0,22.8,13.3,2.4,sun,2015,9,8
1376,Seattle,0.0,18.9,13.3,1.1,fog,2015,10,8
1407,Seattle,6.6,11.1,7.8,1.8,rain,2015,11,8
1437,Seattle,54.1,15.6,10.0,6.2,rain,2015,12,8
2564,New York,0.0,-5.5,-13.2,7.7,sun,2015,1,8
2595,New York,0.0,5.6,-1.6,3.9,drizzle,2015,2,8
2623,New York,0.0,8.9,-1.0,4.4,sun,2015,3,8
2654,New York,0.3,9.4,2.2,6.5,rain,2015,4,8
2684,New York,0.0,22.2,11.7,2.6,fog,2015,5,8
2715,New York,0.5,22.8,16.1,8.1,rain,2015,6,8
2745,New York,13.5,31.7,23.3,3.3,rain,2015,7,8
2776,New York,0.0,28.3,19.4,3.0,sun,2015,8,8
2807,New York,0.0,32.8,22.8,5.7,sun,2015,9,8
2837,New York,0.0,21.1,12.8,2.8,sun,2015,10,8
2868,New York,0.0,15.6,6.1,4.4,sun,2015,11,8
2898,New York,0.0,10.6,4.4,3.5,sun,2015,12,8
8,Seattle,4.3,9.4,5.0,3.4,rain,2012,1,9
39,Seattle,2.5,11.1,7.8,2.4,rain,2012,2,9
68,Seattle,3.6,9.4,5.0,2.8,rain,2012,3,9
99,Seattle,0.0,20.0,6.1,2.1,sun,2012,4,9
129,Seattle,0.0,13.3,6.7,3.9,rain,2012,5,9
160,Seattle,0.0,17.2,8.3,4.7,rain,2012,6,9
190,Seattle,1.5,25.0,12.8,2.0,rain,2012,7,9
221,Seattle,0.0,24.4,14.4,3.8,drizzle,2012,8,9
252,Seattle,0.3,18.9,13.9,5.0,rain,2012,9,9
282,Seattle,0.0,16.1,8.9,1.6,drizzle,2012,10,9
313,Seattle,0.0,8.9,1.1,2.0,rain,2012,11,9
343,Seattle,1.5,6.7,2.8,2.1,rain,2012,12,9
1469,New York,0.0,3.9,-1.7,2.7,sun,2012,1,9
1500,New York,0.0,8.3,-0.6,5.0,snow,2012,2,9
1529,New York,1.8,11.7,2.8,7.9,rain,2012,3,9
1560,New York,0.0,18.3,10.0,9.7,sun,2012,4,9
1590,New York,35.6,17.2,14.4,3.5,rain,2012,5,9
1621,New York,0.0,26.7,17.2,2.6,rain,2012,6,9
1651,New York,0.0,28.9,21.7,4.2,sun,2012,7,9
1682,New York,0.0,30.0,22.8,4.2,sun,2012,8,9
1713,New York,0.0,24.4,18.3,3.4,rain,2012,9,9
1743,New York,0.8,15.0,11.1,4.9,rain,2012,10,9
1774,New York,0.0,11.7,1.7,5.9,sun,2012,11,9
1804,New York,8.1,8.9,5.6,3.9,rain,2012,12,9
374,Seattle,38.4,10.0,1.7,5.1,rain,2013,1,9
405,Seattle,0.3,8.3,4.4,1.3,rain,2013,2,9
433,Seattle,0.0,12.8,1.1,1.3,fog,2013,3,9
464,Seattle,0.0,12.2,6.1,2.4,sun,2013,4,9
494,Seattle,0.0,22.8,10.0,1.3,sun,2013,5,9
525,Seattle,0.0,20.6,11.1,3.7,sun,2013,6,9
555,Seattle,0.0,30.0,15.0,2.5,sun,2013,7,9
586,Seattle,0.0,28.3,14.4,2.1,sun,2013,8,9
617,Seattle,0.0,26.1,13.9,2.1,sun,2013,9,9
647,Seattle,0.0,15.0,5.6,1.6,sun,2013,10,9
678,Seattle,1.8,11.1,5.0,1.4,rain,2013,11,9
708,Seattle,0.0,1.1,-4.9,1.3,sun,2013,12,9
1835,New York,0.0,8.9,0.6,3.5,sun,2013,1,9
1866,New York,4.6,0.0,-6.1,9.1,snow,2013,2,9
1894,New York,0.0,12.8,1.1,5.6,sun,2013,3,9
1925,New York,0.0,28.3,8.3,3.0,sun,2013,4,9
1955,New York,19.1,21.1,12.8,3.4,rain,2013,5,9
1986,New York,0.0,25.6,17.8,3.2,sun,2013,6,9
2016,New York,0.0,30.6,22.8,4.5,sun,2013,7,9
2047,New York,0.3,27.8,23.3,6.0,rain,2013,8,9
2078,New York,0.0,22.2,12.2,4.1,sun,2013,9,9
2108,New York,0.0,18.3,11.7,4.8,sun,2013,10,9
2139,New York,0.0,10.0,3.9,5.1,sun,2013,11,9
2169,New York,6.4,5.6,0.0,5.5,rain,2013,12,9
739,Seattle,5.8,9.4,5.6,6.3,rain,2014,1,9
770,Seattle,0.5,3.9,0.0,2.4,rain,2014,2,9
798,Seattle,4.3,15.0,9.4,4.3,rain,2014,3,9
829,Seattle,0.0,14.4,6.7,2.9,sun,2014,4,9
859,Seattle,2.0,13.3,7.2,5.6,rain,2014,5,9
890,Seattle,0.0,21.1,13.3,3.6,sun,2014,6,9
920,Seattle,0.0,26.7,13.9,2.3,sun,2014,7,9
951,Seattle,0.0,27.2,15.6,4.1,sun,2014,8,9
982,Seattle,0.0,21.7,13.3,2.3,sun,2014,9,9
1012,Seattle,0.0,17.2,11.1,1.0,fog,2014,10,9
1043,Seattle,5.1,13.3,7.8,3.0,rain,2014,11,9
1073,Seattle,9.9,16.1,10.6,5.1,rain,2014,12,9
2200,New York,0.0,1.1,-5.5,3.0,sun,2014,1,9
2231,New York,3.3,-1.0,-6.6,3.8,snow,2014,2,9
2259,New York,0.0,8.3,2.2,6.2,sun,2014,3,9
2290,New York,0.0,17.8,6.1,6.8,sun,2014,4,9
2320,New York,1.0,17.2,13.3,3.9,rain,2014,5,9
2351,New York,24.1,20.0,17.2,2.7,rain,2014,6,9
2381,New York,0.3,28.9,21.7,5.2,rain,2014,7,9
2412,New York,0.0,30.0,18.9,3.3,sun,2014,8,9
2443,New York,0.0,23.9,17.8,5.0,sun,2014,9,9
2473,New York,0.0,20.6,13.3,6.3,sun,2014,10,9
2504,New York,0.0,13.9,6.7,3.7,sun,2014,11,9
2534,New York,77.2,8.9,2.8,9.8,rain,2014,12,9
1104,Seattle,0.3,10.0,3.3,0.6,rain,2015,1,9
1135,Seattle,6.1,13.3,8.3,2.5,rain,2015,2,9
1163,Seattle,0.0,14.4,4.4,1.8,fog,2015,3,9
1194,Seattle,0.0,17.2,6.1,2.3,sun,2015,4,9
1224,Seattle,0.0,26.7,9.4,2.6,sun,2015,5,9
1255,Seattle,0.0,28.9,14.4,2.7,sun,2015,6,9
1285,Seattle,0.0,28.9,14.4,3.4,sun,2015,7,9
1316,Seattle,0.0,28.3,15.0,2.2,sun,2015,8,9
